"ASV","s.high","s.low","index","stat","p.value","Domain","Phylum","Class","Order","Family","Genus","Species","Confidence"
"e3e8eca1e6800116ad2853009f8fd7ac",1,0,1,0.490653381462658,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.8877302"
"7fac345f8b8dfe3bdeba79d1f31ff0ae",1,0,1,0.384900179459751,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.8342431"
"1151ee036ad7fc3bdcdd8c7cf25d2f9f",1,0,1,0.272165526975909,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.7350778"
"b2045b813e4d5349cffc8b487096b80e",1,0,1,0.235702260395516,0.025,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.7937758"
"5cbb06cf0c05cbccd5759c0eccd2853d",1,0,1,0.561083607686782,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.7964026"
"b9e3c095ce174136bde910d5ad0d9264",1,0,1,0.235702260395516,0.035,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.8323507"
"b7279bdbcdee6a2197b595c1e4d1a3b8",1,0,1,0.235702260395516,0.025,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.7749803"
"d4099f4c0c68517c8c8beec530d489f6",1,0,1,0.235702260395516,0.035,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.8140187"
"fe5d9d3bf39bfdea71d03cf60341db31",1,0,1,0.471404520791032,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.8168287"
"6182d92fadbf58a1ccfdf02a9047c9ed",1,0,1,0.577350269189626,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae",NA,NA,"0.9709944"
"1b6e817052dda3222c388ad50457bf23",1,0,1,0.272165526975909,0.01,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae",NA,NA,"0.7741453"
"6575309cade12f27f19103cc3a2ed8c8",1,0,1,0.470385774510266,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured","s__metagenome","0.7604428"
"b229d79fc9886b864548d9ce3a54d381",1,0,1,0.235702260395516,0.03,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae",NA,NA,"0.8629836"
"c3706e38b69945423bcebb8b465f0df8",1,0,1,0.57420143964625,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae",NA,NA,"0.8316253"
"e33ab4f22fe7f78924cdb965f6176ad1",1,0,1,0.235702260395516,0.025,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae",NA,NA,"0.9734830"
"1b1bdc1b5af337fde1217e28adccde9d",0,1,2,0.397916195963624,0.015,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.8165275"
"0508a4f20a0e20692dbabd23f541af5c",1,0,1,0.235702260395516,0.035,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.9093574"
"1871f5b56337c9ca3f8bbade83ec830b",1,0,1,0.215543637327796,0.04,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.8845302"
"2acab6661eca760f3c9cc94b94315360",1,0,1,0.235702260395516,0.015,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.8822045"
"436c30033771deee41b9a45b40460e65",1,0,1,0.235702260395516,0.015,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.8016291"
"7e17b9e5802d585a4115064ce40139f0",1,0,1,0.235702260395516,0.025,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.7851066"
"073a238dd133c1d455c6acc79a3afb4f",1,0,1,0.235702260395516,0.015,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.7807278"
"1f7417a5cdcabdfde186ea307e1110cd",1,0,1,0.272165526975909,0.01,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae",NA,NA,"0.7965687"
"93e89c1fb467f2ea93243f5d332b7424",1,0,1,0.235702260395516,0.02,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.7292806"
"f4c2b4a809c034098d56a92cb1325190",1,0,1,0.235702260395516,0.035,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__uncultured",NA,"0.8145980"
"7979984f81c5bd39698b1bac9c98af10",1,0,1,0.344156218066374,0.01,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae",NA,NA,"0.9778062"
"a121943913f651fddd19aae37dbb306e",1,0,1,0.235702260395516,0.015,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae",NA,NA,"0.8869198"
"cf635f792834783902d81cfbe40779b8",1,0,1,0.360041149911548,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__Ga0074140",NA,"0.7350175"
"f656f3af530d141a0e66ab16fe6b17c7",1,0,1,0.272165526975909,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae",NA,NA,"0.8127629"
"494fb30cf9b9c2b774e42abe8b36fcb5",1,0,1,0.235702260395516,0.035,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae",NA,NA,"0.7763417"
"2ed21d14c206b421d5111ac0149242fb",1,0,1,0.272165526975909,0.02,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae","g__Ga0074140",NA,"0.7026821"
"3dc72a02f400bbd4e76f53685fbe9516",1,0,1,0.235702260395516,0.035,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae",NA,NA,"0.8038636"
"fdbc64c6c5d2732486bef29e82fcc846",1,0,1,0.272165526975909,0.015,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__Simkaniaceae",NA,NA,"0.7194722"
"b087a47525aa4f56c857eb939b963557",1,0,1,0.235702260395516,0.035,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9894612"
"15832eef18e27232ab967ed96e870db0",1,0,1,0.42234455001423,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9915304"
"98d19bc56e879c8cdd262957210231d9",1,0,1,0.304290309725092,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9935524"
"643379ea346d24f131536fdf8e71ed7b",1,0,1,0.192450089729875,0.045,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9918434"
"9f6abc41df8ad4251b13a01f553d2c2c",1,0,1,0.235702260395516,0.04,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9962161"
"720040ea6295557a442aab73e90292b5",1,0,1,0.384900179459751,0.01,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.7226909"
"d59ee8d6440f2623778711100864d188",1,0,1,0.235702260395516,0.015,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.8903396"
"d900f80f83a4a297f82f8473230c4b0c",1,0,1,0.272165526975909,0.015,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9007307"
"4a8cf8d10f1a5397020c20563ce4323b",1,0,1,0.235702260395516,0.015,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9761536"
"9e8a6e2a318d9fcaf5e5bc10db6832a1",1,0,1,0.235702260395516,0.025,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9911666"
"6aeb2d52e91b61c2fe6a4e7384215dd7",1,0,1,0.358086583293741,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9889239"
"f5604ae9a300a1b9f4d1cf69a014fab7",1,0,1,0.235702260395516,0.025,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.7881997"
"c689e2eb230ef0cfc1930833908d61a3",1,0,1,0.333333333333333,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9459039"
"3ed854062d5095c4dc107a1aab60153b",1,0,1,0.513381549437251,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9539577"
"b9d62c13b9710c073c9931b175dcf311",1,0,1,0.235702260395516,0.02,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9559732"
"c5d35e1b0a9dda4809f2740055ae87f1",1,0,1,0.192450089729875,0.045,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9882569"
"1f35144a1a3e584a07d28e35ac1a6e5e",1,0,1,0.610180245229445,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9508221"
"73e6aebc1e5efa7f17fecfe6b3af73d2",1,0,1,0.272165526975909,0.01,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9864019"
"6734023872dca463dc3d2093a5d89e34",1,0,1,0.227636489537059,0.01,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9936050"
"65d30d69547e6b74b44f0a0832926324",1,0,1,0.235702260395516,0.03,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6","s__uncultured_Chlamydiales","0.7851555"
"92826203c41af8103278614bfa9d8aa9",1,0,1,0.653812357022477,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6","s__uncultured_Chlamydiales","0.8216091"
"70c7a2cff5c12550c0ae8fbf2464d667",1,0,1,0.272165526975909,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9893415"
"9812f7e7aa56f7eb4eef5efd616d28aa",0,1,2,0.306924907022426,0.045,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9938720"
"8573c3ae434fcef07e95b772b3766b31",1,0,1,0.235702260395516,0.02,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9282284"
"e1a7ea94b869617e697211a3b4ad05bf",1,0,1,0.370501243895919,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9722244"
"365528b0eaea9b981d4b43094b5e1768",1,0,1,0.272165526975909,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9807319"
"1bb20e16e5158cb1423d65c1fe70f1fc",1,0,1,0.235702260395516,0.02,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9864069"
"37720486d9efed8549df03775582dd99",1,0,1,0.333333333333333,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9970295"
"ebeabaf951d698014487710409beebc3",1,0,1,0.272165526975909,0.015,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9901498"
"79b1b9e66bb05775eeb0144dac4e4067",0,1,2,0.294883912309794,0.035,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9776278"
"d741e438bd4387b7bbea75c84c2d4b60",1,0,1,0.272165526975909,0.01,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.8910531"
"38ed424a8a7fdaa0eb67a31133c85973",1,0,1,0.192450089729875,0.045,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.8035029"
"1ed973d8dd50418b36c8a01ed13d3aee",1,0,1,0.235702260395516,0.03,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9021449"
"a423f23d52e401821ef284d88c21af4b",1,0,1,0.235702260395516,0.02,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.8123620"
"e19b93642e852783bcf35a29a9f5e363",1,0,1,0.192450089729875,0.035,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.9844802"
"c2bc53ed978ed5101ac4716716b439f8",1,0,1,0.250880726108563,0.04,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.8273774"
"90e43fecd73820c0e7a0d511478fa26d",1,0,1,0.235702260395516,0.015,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.7971407"
"e376fa58e9616df5bdb5f0e317c92101",1,0,1,0.272165526975909,0.005,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.7636790"
"a09cda4c786ec57eed5b61aa9ee140ed",1,0,1,0.272165526975909,0.01,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.8716745"
"f6a20e308e7de2ace1c7c15b6c71035b",1,0,1,0.261471742865244,0.025,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6",NA,"0.8532486"
"21a20bec5a2994e17abf6368bbd2f036",1,0,1,0.235702260395516,0.035,"d__Bacteria","p__Verrucomicrobiota","c__Chlamydiae","o__Chlamydiales","f__cvE6","g__cvE6","s__uncultured_Chlamydia","0.7148944"
"9060552dea549d07a9b8daa0fa48bbc4",1,0,1,0.279319129045602,0.03,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcales-Tissierellales","g__Murdochiella","s__Murdochiella_asaccharolytica","0.9907599"
"dc910324aff07f6b27ba18d011e741fd",0,1,2,0.409145482018158,0.02,"d__Bacteria","p__Fibrobacterota","c__Fibrobacteria","o__Fibrobacterales","f__Fibrobacterales","g__BBMC-4","s__uncultured_soil","0.9702854"
"dd840a2023cdda392979454316b24406",0,1,2,0.740048246089762,0.005,"d__Bacteria","p__Fibrobacterota","c__Fibrobacteria","o__Fibrobacterales","f__Fibrobacterales","g__BBMC-4","s__uncultured_bacterium","0.9010790"
"58910a9f4c55f65362f085d8f2527865",0,1,2,0.396563366922959,0.015,"d__Bacteria","p__Fibrobacterota","c__Fibrobacteria","o__Fibrobacterales","f__Fibrobacterales","g__BBMC-4","s__uncultured_bacterium","0.9629972"
"ab018e04f538958463e15dbb96c1e6b9",1,0,1,0.357763713919724,0.015,"d__Bacteria","p__Fibrobacterota","c__Fibrobacteria","o__Fibrobacterales","f__Fibrobacterales","g__BBMC-4","s__metagenome","0.8312608"
"6605cb3a3b4a93bf646316317cdfe44d",0,1,2,0.306924907022426,0.02,"d__Bacteria","p__Fibrobacterota","c__Fibrobacteria","o__Fibrobacterales","f__B122","g__B122","s__uncultured_Fibrobacteres","0.9176612"
"bf2f62a8c7992f9fbf62f614d3dd4ef6",1,0,1,0.389133304469669,0.015,"d__Bacteria","p__Fibrobacterota","c__Fibrobacteria","o__Fibrobacterales","f__B122","g__B122","s__uncultured_bacterium","0.9403622"
"5aa725c216548c0c8cc98ff90bd5a76f",1,0,1,0.244762400081246,0.04,"d__Bacteria","p__Fibrobacterota","c__Fibrobacteria","o__Fibrobacterales","f__B122","g__B122","s__uncultured_bacterium","0.7507491"
"4b985a3b1113b5edd39d3c2eca6b456a",1,0,1,0.421823426244426,0.015,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcales-Tissierellales","g__Finegoldia",NA,"0.9999910"
"bcf9da9ed1c84ecebb08bc58163b83e6",1,0,1,0.355721120463522,0.02,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcales-Tissierellales","g__Ezakiella",NA,"0.9999845"
"a652e08a6d5c24fb18839af51bd7adc0",1,0,1,0.34818989433741,0.035,"d__Bacteria","p__Fibrobacterota","c__Fibrobacteria","o__Fibrobacterales","f__B122","g__B122","s__uncultured_bacterium","0.8011043"
"1e96c357db9ab73ab341dfef9c29ebbe",1,0,1,0.474565357018817,0.005,"d__Bacteria","p__Bdellovibrionota","c__Oligoflexia","o__Silvanigrellales","f__Silvanigrellaceae","g__Silvanigrella",NA,"0.7649986"
"e81b3e091355aa05ac383a8bfc7d09ed",1,0,1,0.235702260395516,0.035,"d__Bacteria","p__Bdellovibrionota","c__Oligoflexia","o__Silvanigrellales","f__Silvanigrellaceae",NA,NA,"0.7970013"
"544b75f534bff5a30ed9476e028fc7c8",1,0,1,0.350615040323836,0.015,"d__Bacteria","p__Bdellovibrionota","c__Oligoflexia","o__Silvanigrellales","f__Silvanigrellaceae","g__Silvanigrella","s__metagenome","0.7097604"
"01ef20fe26fc7bbaf6ef4cccb6c4afc8",1,0,1,0.622581643031733,0.005,"d__Bacteria","p__Bdellovibrionota","c__Oligoflexia","o__Silvanigrellales","f__Silvanigrellaceae","g__Silvanigrella","s__metagenome","0.8472738"
"a14d1f874e968aa9e32e9bc3b1946817",1,0,1,0.235702260395516,0.02,"d__Bacteria","p__Bdellovibrionota","c__Oligoflexia","o__Silvanigrellales","f__Silvanigrellaceae","g__Silvanigrella","s__metagenome","0.7404858"
"85556c905e3b02b6c73f3c355ed6349a",0,1,2,0.450442616461451,0.01,"d__Bacteria","p__Dadabacteria","c__Dadabacteriia","o__Dadabacteriales","f__Dadabacteriales","g__Dadabacteriales","s__uncultured_bacterium","0.9792848"
"5b3f4dd0422df643d8a2f571ee788b86",0,1,2,0.538281287221671,0.005,"d__Bacteria","p__Dadabacteria","c__Dadabacteriia","o__Dadabacteriales","f__Dadabacteriales","g__Dadabacteriales","s__uncultured_candidate","0.9585210"
"5fb11357294b08426f8b93f8d8da9054",0,1,2,0.390094748802747,0.02,"d__Bacteria","p__Dadabacteria","c__Dadabacteriia","o__Dadabacteriales","f__Dadabacteriales","g__Dadabacteriales","s__uncultured_bacterium","0.7101893"
"127d591ad8dd7b1e2009c068bdfdd2ad",1,0,1,0.235702260395516,0.025,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Diplorickettsiales","f__Diplorickettsiaceae","g__uncultured","s__Rickettsiella_sp.","0.9528473"
"5da47c446722f1671e6986c37a370d40",1,0,1,0.272165526975909,0.01,"d__Bacteria","p__Chloroflexi","c__AD3","o__AD3","f__AD3","g__AD3",NA,"0.7740550"
"45e32551f1d91add49f2e0e3a978de05",1,0,1,0.677758982950567,0.005,"d__Bacteria","p__Chloroflexi","c__AD3","o__AD3","f__AD3","g__AD3","s__uncultured_Chloroflexi","0.9165431"
"324fb6b4e7dffdfed37c4a0aee6eddf0",1,0,1,0.647626582145022,0.005,"d__Bacteria","p__Chloroflexi","c__AD3","o__AD3","f__AD3","g__AD3","s__uncultured_Chloroflexi","0.9788861"
"d7d1bf5348b38a5542a2c24365cc355d",1,0,1,0.235702260395516,0.02,"d__Bacteria","p__Chloroflexi","c__AD3","o__AD3","f__AD3","g__AD3","s__uncultured_Chloroflexi","0.9404561"
"41bdd87122ae31da74293bc2f35251ff",0,1,2,0.399274704752345,0.02,"d__Bacteria","p__Firestonebacteria","c__Firestonebacteria","o__Firestonebacteria","f__Firestonebacteria","g__Firestonebacteria","s__uncultured_bacterium","0.7544279"
"6756facad788c3cf2e9223c6c1d10667",1,0,1,0.26188925548937,0.025,"d__Bacteria","p__Firestonebacteria","c__Firestonebacteria","o__Firestonebacteria","f__Firestonebacteria","g__Firestonebacteria","s__uncultured_bacterium","0.8618396"
"c97fc405bdc30361ba97448ba3107750",1,0,1,0.325801522884793,0.01,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__uncultured",NA,"0.8940351"
"622484efdcefeb8a978a80aea3dc9b37",1,0,1,0.305121496576466,0.02,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__Dehalococcoidales","f__uncultured","g__uncultured","s__uncultured_Chloroflexi","0.7439053"
"e1c13201368e9be1e56925a0c72ec837",1,0,1,0.260884599498415,0.01,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__Dehalococcoidales","f__uncultured","g__uncultured",NA,"0.8980205"
"04c136dfca697219d357cd5cbbb40f16",0,1,2,0.46472162056725,0.005,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__Dehalococcoidales","f__uncultured","g__uncultured","s__uncultured_Chloroflexi","0.8468807"
"3870466fc7a0a62832d543e99304a093",0,1,2,0.371054119260641,0.015,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__Dehalococcoidales","f__uncultured","g__uncultured",NA,"0.9277186"
"cd062becac20005efcba1234e8a603e0",0,1,2,0.368219614698822,0.035,"d__Bacteria","p__Chloroflexi","c__JG30-KF-CM66","o__JG30-KF-CM66","f__JG30-KF-CM66","g__JG30-KF-CM66",NA,"0.9834717"
"073991795f34607d1689351af12f51d2",1,0,1,0.272165526975909,0.01,"d__Bacteria","p__Chloroflexi","c__JG30-KF-CM66","o__JG30-KF-CM66","f__JG30-KF-CM66","g__JG30-KF-CM66",NA,"0.9163958"
"cc3e71c32da08ea41b270be596545259",1,0,1,0.432510941188839,0.01,"d__Bacteria","p__Chloroflexi","c__JG30-KF-CM66","o__JG30-KF-CM66","f__JG30-KF-CM66","g__JG30-KF-CM66",NA,"0.9077827"
"efabfe2b490dd7154759b823e4f017b1",0,1,2,0.380693493813441,0.01,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__S085","f__S085","g__S085","s__uncultured_bacterium","0.9564451"
"ba26e6809d41a1f497a4236c90e1c343",0,1,2,0.478140203009357,0.02,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__S085","f__S085","g__S085","s__uncultured_bacterium","0.8149298"
"80c9f1fddd050b53c9e032f552b22b75",0,1,2,0.524088107510753,0.005,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__S085","f__S085","g__S085","s__uncultured_bacterium","0.9467670"
"128365358aeeae8d75a629052e7dd63a",0,1,2,0.340502612303499,0.025,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__S085","f__S085","g__S085","s__uncultured_bacterium","0.7329819"
"ed2b7c34a1f8bb2288213979969cdb34",0,1,2,0.408248290463863,0.01,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__S085","f__S085","g__S085",NA,"0.9975933"
"45e0a7ea62fae43dcbe6ce16fce24724",0,1,2,0.48476944860976,0.005,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__S085","f__S085","g__S085","s__metagenome","0.7362711"
"b887cdc93ade10c01fd807bbdbd4ba17",1,0,1,0.272165526975909,0.005,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__S085","f__S085","g__S085",NA,"0.9978459"
"9186991a9a7ec8de487b073b29b2d9c9",0,1,2,0.589929257703381,0.005,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__S085","f__S085","g__S085",NA,"0.9993075"
"489c8ab1978d58ae44d8e6fc611f9fbf",0,1,2,0.371833774773784,0.02,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__S085","f__S085","g__S085","s__metagenome","0.8382181"
"be4957cbc6bf9e1c4c667a7b678530bc",0,1,2,0.37023933140577,0.02,"d__Bacteria","p__Chloroflexi","c__JG30-KF-CM66","o__JG30-KF-CM66","f__JG30-KF-CM66","g__JG30-KF-CM66",NA,"0.7303205"
"7d891833c4fad0b83dfec2a6d42e667a",1,0,1,0.235702260395516,0.03,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__GIF9","f__GIF9","g__GIF9","s__uncultured_Chloroflexi","0.9461989"
"0a7827ac10c3017daecb747f0e66ce5a",1,0,1,0.394798857382699,0.005,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__GIF9","f__GIF9","g__GIF9","s__uncultured_soil","0.9751907"
"4cb0a2b4257d5f1978a8bfec6951b5e9",0,1,2,0.409151055038247,0.02,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__GIF9","f__GIF9","g__GIF9","s__uncultured_soil","0.8194339"
"e102173f5794ee8eb3d777e03f4e0020",1,0,1,0.360041149911548,0.005,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__GIF9","f__GIF9","g__GIF9","s__uncultured_bacterium","0.9626507"
"0c3183084a8b1a03f3f3da1ff280bc1f",0,1,2,0.517799132897097,0.005,"d__Bacteria","p__Chloroflexi","c__Dehalococcoidia","o__GIF9","f__GIF9","g__GIF9",NA,"0.9928135"
"fff6511ee4d3f3350a4d53e62a98673f",1,0,1,0.235702260395516,0.025,"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__uncultured","f__uncultured","g__uncultured",NA,"0.8771174"
